Участок 50сот. (промназначения),1400000,5.0,"Тюменская обл., Тюмень, ул. Бакинских Комиссаров",2024-03-01 07:19:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_20_sot._promnaznacheniya_3792789382,70,avito,Не указан,{'https://80.img.avito.st/image/1/1.DVq0zra5obOCZ2O2osIHerpso7UKbyO7wmqjsQZ7pbE.GizBDtuS3p5oMO11i1M-CrsQuP6Zzk62ysM8AM5htm8'}
"Участок 5,5сот. (промназначения)",1818182,5.0,"Тюменская обл., Тюмень, Тульская ул.",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_63_sot._promnaznacheniya_3701257110,71,avito,Не указан,{'https://90.img.avito.st/image/1/1.F9XEULa5uzzy-Xk55ng85snyuTp68Tk0svS5Pnblvz4.-UcsflwhCsH-LSm6qG8H7pLSfaIkjTb_NcVJjiCfhxU'}
"Участок 23,7сот. (промназначения)",2405063,23.0,"Тюменская обл., Тюмень, ул. Судостроителей, 6",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_56_sot._promnaznacheniya_3750809390,72,avito,Не указан,{'https://00.img.avito.st/image/1/1.VCKRnra5-MunNzrOte8hceI8-s0vP3rD5zr6ySMr_Mk.eoJMp125oBKcGe6b2BM93wNcDin5px0W_z45bOWpKrA'}
"Участок 1,02га (промназначения)",118110,101.0,"Тюменская обл., Тюмень, Ленинский округ",2024-03-02 16:11:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_83_sot._promnaznacheniya_3512360280,73,avito,Не указан,{'https://80.img.avito.st/image/1/1.q2DNG7a5B4n7ssWMlzmSAb-5BY9zuoWBu78Fi3-uA4s.cWXxxdw1hRHkPBrW7JFqVpXaCL2ygyO95vqp10W95XI'}
Участок 31сот. (промназначения),1225806,3.0,"Тюменская обл., Тюмень, Восточный округ",2024-03-08 13:09:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_24_sot._promnaznacheniya_2466884921,74,avito,Не указан,{'https://60.img.avito.st/image/1/1.a6huOra5x0FYkwVENH96rV2YxUfQm0VJGJ7FQ9yPw0M.UGAtJw0Zro-og6XZAILV34S2JK0k7Xf4fq2sj8IwxUg'}
"Участок 1,5га (промназначения)",146667,15.0,"Тюменская обл., Тюменский р-н, с. Перевалово",2024-04-01 04:13:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_85_sot._promnaznacheniya_1625574256,75,avito,Не указан,{'https://20.img.avito.st/image/1/1.rk9DHLa5AqZ1tcCjEzbkJD2-AKD9vYCuNbgApPGpBqQ.97DYK2f2BFCCQZ9jzivdqqX7ZJnNc-CwqIq2kglDIAE'}
"Участок 1,5га (промназначения)",5067,15.0,"Тюменская обл., Тюменский р-н, с. Каменка",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_35_sot._promnaznacheniya_3799827652,76,avito,Не указан,{'https://50.img.avito.st/image/1/1._sm6vLa5UiCMFZAlytuJn7MeUCYEHdAozBhQIggJViI.A5ykAYjuLCo70-vJSnMKB1KfGtFFH7U__INrQVz8I6k'}
"Участок 2,2га (промназначения)",37273,22.0,"Тюменская обл., Тюмень, мкр-н Березняковский",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_100_sot._promnaznacheniya_1829367225,77,avito,Не указан,{'https://50.img.avito.st/image/1/1.0Mzalra5fCXsP74g9oHaoao0fiNkN_4trDJ-J2gjeCc._oKMCzH6gzeS-o2_Ojfoes0h5on9Dwn_HUmUvephgkE'}
"Участок 16,4сот. (промназначения)",182927,16.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-01 11:09:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_341_ga_promnaznacheniya_2682215791,78,avito,Не указан,{'https://20.img.avito.st/image/1/1.YVT1Cra5zb3Dow-4uycdBe-oz7tLq0-1g67Pv0e_yb8.HE1MOGBFBQCVd9S_AGp5gvKaYJxyZJZLspmbNyqOfBo'}
Участок 2га (промназначения),200000,20.0,"Тюменская обл., Тюменский р-н, пос. Андреевский",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_25_sot._promnaznacheniya_3701060838,79,avito,Не указан,{'https://50.img.avito.st/image/1/1.vUkrura5EaAdE9OlXbzDVwsYE6aVG5OoXR4TopkPFaI.9yp2zbZoiTM2G0UsN0sq0Sd0VFKpyAdghghS9faUaSk'}
"Участок 2,4сот. (промназначения)",1458333,2.0,"Тюменская обл., Тюмень, Пролетарская ул.",2024-03-02 23:08:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_19_sot._promnaznacheniya_3792152031,80,avito,Не указан,{'https://80.img.avito.st/image/1/1.TqHPZ7a54kj5ziBN31Z6wb3F4E5xxmBAucPgSn3S5ko.lCIYWlAV_F9iZlLgGafGDK1pQtW5qRzDsu8PKvJzuIY'}
Участок 2га (промназначения),5000,20.0,"Тюменская обл., Тюменский р-н, с. Каменка",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_43_sot._promnaznacheniya_4177585757,81,avito,Не указан,{'https://50.img.avito.st/image/1/1.LsuDPLa5giK1lUAn0zxInbqegCQ9nQAq9ZiAIDGJhiA.Y8D1SubyJnFtnzGj0eDO6pCczvbPuepCmaeW1PwCf5w'}
"Участок 41,6сот. (промназначения)",149856,41.0,"Тюменская обл., Тюмень, Центральная пл.",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_60_sot._promnaznacheniya_2237876346,82,avito,Не указан,{'https://80.img.avito.st/image/1/1.RJT5Sba56H3P4Cp4_WB3j4nr6ntH6Gp1j-3qf0v87H8.G1ZE3N9veTNJkouOYqu40_5LthjmMKr58E3UbQ2a8QA'}
"Участок 3,2га (промназначения)",9847,319.0,"Тюменская обл., Тюмень",2024-04-05 20:22:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_40_sot._promnaznacheniya_3891384679,83,avito,Не указан,{'https://10.img.avito.st/image/1/1.GyHC5La5t8j0TXXN-PwOJrxGtc58RTXAtEC1ynBRs8o.a7qJhwgU1mNg1JepFRzlE70zE5AQTHXHg_tUrMY44ro'}
"Участок 1,07га (промназначения)",186916,10.0,"Тюменская обл., Тюмень, мкр-н Копытово, Вологодская ул., 1А",2024-03-02 14:02:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_194_sot._promnaznacheniya_3584696540,84,avito,Не указан,{'https://50.img.avito.st/image/1/1.jKExsba5IEgHGOJNJeP-zEMTIk6PEKJARxUiSoMEJEo.yNXHJ34LJphyqKMn5NwBQ0uVl2XBvaCPYHb3oxpKnoQ'}
Участок 52сот. (промназначения),155769,5.0,"Тюменская обл., Тюмень, Старый Тобольский тракт, 2-й километр",2024-03-06 17:30:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_63_ga_promnaznacheniya_3760921812,85,avito,Не указан,{'https://20.img.avito.st/image/1/1.SJWGLLa55HywhSZ5mhlAkvSO5no4jWZ08IjmfjSZ4H4.sWrvJlwwXvPzc647yBN3JCpUg-suJbjjSHiCB7oq3oI'}
"Участок 76,5сот. (промназначения)",666667,76.0,"Тюменская обл., Тюмень, Широтная ул.",2024-03-08 22:13:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_58_sot._promnaznacheniya_3811271403,86,avito,Не указан,{'https://00.img.avito.st/image/1/1.Dlu9n7a5orKLNmC3rYsMTLY9oLQDPiC6yzugsA8qprA.Cgdqk8PlIf1GwDqlwj_otqMDphd-khmXi3mh23COZIo'}
Участок 43сот. (промназначения),406977,4.0,"Тюменская обл., Тюмень, мкр-н Антипино",2024-03-06 14:13:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_76_sot._promnaznacheniya_3994096765,87,avito,Не указан,{'https://80.img.avito.st/image/1/1.MHAGCra5nJkwo16camZkfnSonp-4qx6RcK6em7S_mJs.fccPmBBJ80_GBmhXRzz7l88B8bl0iPxKpylcbWR1pbA'}
"Участок 19,3сот. (промназначения)",1295337,19.0,"Тюменская обл., Тюмень, ул. Московский Тракт",2024-04-01 09:15:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_68_sot._promnaznacheniya_3505337644,88,avito,Не указан,{'https://20.img.avito.st/image/1/1.QVQU9ra57b0iXy-4Go8DBDFU77uqV2-1YlLvv6ZD6b8.OL-0rgnTeVvDAnJ9__Kkx2uOJTntZWTTJpcfQlDHhb8'}
Участок 18сот. (промназначения),455556,1.0,"Тюменская обл., Тюмень, мкр-н Матмасы, ул. поэта Габдуллы Тукая, 51",2024-04-05 19:26:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_100_sot._promnaznacheniya_3954898603,89,avito,Не указан,{'https://60.img.avito.st/image/1/1.xTQ0E7a5ad0CuqvYMgT9cTSxa9uKsuvVQrdr34ambd8.ZGJA4XSXKupjNwHPFZsvSQxDyvonbJcO9-DYqptXULU'}
Участок 100сот. (промназначения),50000,10.0,"Тюменская обл., Тюмень, садовое товарищество Лаванда",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_17_sot._promnaznacheniya_2909771601,90,avito,Не указан,{'https://50.img.avito.st/image/1/1.eFNt-ba51LpbUBa_EYR0QRtb1rzTWFayG13WuN9M0Lg.uJfYo1uYc7CL_I7TWuOibllWkSX_JZlZIKswQ3E_KRE'}
Участок 13га (промназначения),13846,130.0,"Тюменская обл., Тюменский р-н, с. Горьковка",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_53_sot._promnaznacheniya_3782468449,91,avito,Не указан,{'https://40.img.avito.st/image/1/1.6uUfe7a5Rgwp0oQJRyzh6CjZRAqh2sQEad9EDq3OQg4.KHNY4xrQcNtMybVqdvvL0RoDpd1cIcbx7bF9n35XyBw'}
"Участок 5,7га (промназначения)",16667,57.0,"Тюменская обл., Тюменский р-н, СНТ Москвичка, Берёзовая ул.",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_53_sot._promnaznacheniya_3837357789,92,avito,Не указан,{'https://10.img.avito.st/image/1/1.iFcdVba5JL4r_Oa7AUu4DgL3Jrij9Ka2a_EmvK_gILw.WXf7jIDdeGtI140J2TNSoTJoxpPu9xWTZwE_-qjeVA0'}
"Участок 40,8сот. (промназначения)",740196,40.0,"Тюменская обл., Тюмень, мкр-н МЖК",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_58_sot._promnaznacheniya_2767553115,94,avito,Не указан,{'https://10.img.avito.st/image/1/1.eYH73ra51WjNdxdtheNJ7It8125Ff1dgjXrXaklr0Wo.fvrL7LqLPhVhxkuewWjSpRawSypRrbdnPj15088srrI'}
"Участок 1,18га (промназначения)",3389831,11.0,"Тюменская обл., Тюмень, ул. Федюнинского",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_21_ga_promnaznacheniya_4241611745,95,avito,Не указан,{'https://60.img.avito.st/image/1/1.nBK7_7a5MPuNVvL-j_XhUpZdMv0FXrLzzVsy-QlKNPk.-je0ETZG1hr3H04aijKdWJcufXHiyCzPMkT91FnPCgE'}
"Участок 1,8га (промназначения)",5840,179.0,"Тюменская обл., Тюменский р-н, с. Каменка",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_19_sot._promnaznacheniya_2910228158,96,avito,Не указан,{'https://20.img.avito.st/image/1/1.RRD7YLa56fnNySv8_UlhL9zC6_9FwWvxjcTr-0nV7fs.meWFMQKZQLUAPTv8waLZ_kn6Zb3Pa0ZGvN-ZLF2nm_4'}
"Участок 11,6сот. (промназначения)",1896552,11.0,"Тюменская обл., Тюмень, Таврическая ул.",2024-03-06 17:12:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_9_sot._promnaznacheniya_3669252852,97,avito,Не указан,{'https://40.img.avito.st/image/1/1.nOnzNra6MADFn_IFx3TwxDGVNgpHFTjCQpUyBlOTMg.ndKIsQnDiV9YE3jBOEJpGFKRKnN5M3n4RG22d4EyCV8'}
"Участок 21,5сот. (промназначения)",2558140,21.0,"Тюменская обл., Тюмень, Коммунистическая ул.",2024-03-02 22:26:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_12_ga_promnaznacheniya_2457962215,98,avito,Не указан,{'https://00.img.avito.st/image/1/1.dcROpba52S14DBsoKPBqvzwH2yvwBFslOAHbL_wQ3S8.7yjqkbtfLkBhOdtR7HZ6j-RNHUIT1wyU7iyuQgJOtbc'}
Участок 2га (промназначения),13000,20.0,"Тюменская обл., Тюмень, мкр-н Тюменский-1",2024-04-06 17:04:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_132_ga_promnaznacheniya_3874074566,100,avito,Не указан,{'https://10.img.avito.st/image/1/1.PG7SEba5kIfkuFKCpnUSX6yzkoFssBKPpLWShWCklIU.SjaObvI_RDvbFXdwMEY4xW-9Zpj-c0PTyfXextv1Jag'}
Участок 5га (промназначения),20000,50.0,"Тюменская обл., Тюменский р-н, СНТ Москвичка",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_10_ga_promnaznacheniya_3427986675,101,avito,Не указан,{'https://40.img.avito.st/image/1/1.R7QIvra5610-FylYCtdV4Hkc6Vu2H2lVfhrpX7oL718._W8Yn3oCNeIUWaGriNjt41SzYH4fU8odEcU7WmNEJBE'}
"Участок 2,5га (промназначения)",296000,25.0,"Тюменская обл., Тюменский р-н, с. Ембаево",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_237_sot._promnaznacheniya_3959815540,102,avito,Не указан,{'https://80.img.avito.st/image/1/1.cq-rfra53kad1xxDw18bz9vc3EAV31xO3drcRBnL2kQ.M0gYKzfAaHHP5yxPviG4nv7vranmgyHir2xJ_COilIQ'}
"Участок 14,2сот. (промназначения)",422535,14.0,"Тюменская обл., Тюменский р-н, д. Решетникова",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_50_sot._promnaznacheniya_3837597341,103,avito,Не указан,{'https://70.img.avito.st/image/1/1.2WhOO7a5dYF4kreEcCi3M0SZd4fwmveJOJ93g_yOcYM.RTq2U6fKxy7j18UWxhgaFthRDDlHd_0K9HQ_dc9pHF0'}
Участок 2га (промназначения),26000,20.0,"Тюменская обл., Тюменский р-н, с. Горьковка",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_101_ga_promnaznacheniya_3827923607,104,avito,Не указан,{'https://90.img.avito.st/image/1/1.ZWtoJba5yYJejAuHLhwCQhiHy4TWhEuKHoHLgNqQzYA.klNmXeq2nqwf6ZGtMgS4oOcp6ZFNBya5r8e7iR1S9y4'}
"Участок 21,6сот. (промназначения)",1620370,21.0,"Тюменская обл., Тюменский р-н, д. Дударева",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_26_sot._promnaznacheniya_2520355541,105,avito,Не указан,{'https://40.img.avito.st/image/1/1._UEAEra5Uag2u5Otdh2wBnCwU66-s9OgdrZTqrKnVao.YgrXdiGbnc46x2exzlTpl2s1LgdNbi8chMNVE-CVUOc'}
Участок 10га (промназначения),15000,100.0,"Тюменская обл., г.о. Тюмень",2024-03-01 22:22:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_62_ga_promnaznacheniya_2026659542,106,avito,Не указан,{'https://40.img.avito.st/image/1/1.NoFbWLa5mmht8VhtOzgGky76mG7l-RhgLfyYauntnmo.eoxkRM2h1qe0VLUKdI7KoRNaARJDGXZVcYqclkDotI8'}
Участок 9га (промназначения),11467,90.0,"Тюменская обл., Тюменский р-н, коттеджный пос. Новокаменский",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_7_sot._promnaznacheniya_3993631722,107,avito,Не указан,{'https://10.img.avito.st/image/1/1.ce-QJba53QamjB8D_kRUi5uH3wAuhF8O5oHfBCKQ2QQ.1QotX4OSJBg2RqLXZz3s1IH6EDxvPm5PG0awThIidqc'}
"Участок 4,3га (промназначения)",20698,43.0,"Тюменская обл., Тюменский р-н, с. Кулаково",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_50_sot._promnaznacheniya_3707833120,108,avito,Не указан,{'https://30.img.avito.st/image/1/1.2AT3y7a6dO3BYrboy5CScCpocudD6HwvRmh261dudg.ThZWQ3Xfigicx0XO0g5vQAj7DjCpn8hUI1a3l_mNIVI'}
"Участок 1,02га (промназначения)",162402,101.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_103_ga_promnaznacheniya_4178458966,110,avito,Не указан,{'https://10.img.avito.st/image/1/1.x6Jgpra5a0tWD6lOYt2HrGoEaU3eB-lDFgJpSdITb0k.t1A9tLibL4BeqbenD4JX4mK15cK2HcnqkTLY9deKAWI'}
"Участок 4,5сот. (промназначения)",1333333,4.0,"Тюменская обл., Тюмень, ул. Николая Ростовцева, 23",2024-04-06 18:09:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_402_sot._promnaznacheniya_3837146745,111,avito,Не указан,{'https://70.img.avito.st/image/1/1.d7InWra521sR8xleRX9X2lj42V2Z-1lTUf7ZWZXv31k.Nmvnm4MYgdzOU1PpFtsgUxZtYH_Fwu6XLZEYeOiaJIo'}
Участок 10сот. (промназначения),150000,1.0,"Тюменская обл., Тюменский р-н, товарищество собственников недвижимости Серебряный Бор",2024-04-06 14:16:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_15_ga_promnaznacheniya_3608436884,112,avito,Не указан,{'https://30.img.avito.st/image/1/1.wd6HPba5bTexlK8yiULFyYGfbzE5nO8_8ZlvNTWIaTU.urB0K9nmAi1ehosnCLbx9g3_beZ1QUZxb1_6qGpXc0Q'}
Участок 5га (промназначения),15000,50.0,"Тюменская обл., Тюменский р-н, с. Луговое",2024-03-01 15:18:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_32_ga_promnaznacheniya_2653891170,115,avito,Не указан,{'https://70.img.avito.st/image/1/1.ix6wZra5J_eGz-XyqhCRWJzEJfEOx6X_xsIl9QLTI_U.PBjBBO7bPasRa9xb8b7dXKAOxz23fCHoxzvTvE9yi1s'}
Участок 21сот. (промназначения),1000000,2.0,"Тюменская обл., Тюмень, Ленинский округ",2024-03-01 11:16:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_234_ga_promnaznacheniya_2958087071,116,avito,Не указан,{'https://00.img.avito.st/image/1/1.bzJquLa5w9tcEQHeONl4WF0awd3UGUHTHBzB2dgNx9k.GxMMaWRF0KUkotQ2NZ-dBsrTU_0MnPtZCgBwCldCPrc'}
"Участок 4,13га (промназначения)",2059607,412.0,"Тюменская обл., Тюмень, ул. Судостроителей",2024-03-08 22:24:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_101_ga_promnaznacheniya_3836798164,117,avito,Не указан,{'https://00.img.avito.st/image/1/1.RzopQ7a569Mf6inWKzYjYVrh6dWX4mnbX-fp0Zv279E.DoBwUjdxUmhBt6PL6WF2U7pp6v2k5bD3GFNMt1mLxPI'}
Участок 2га (промназначения),50000,20.0,"Тюменская обл., Тюменский р-н, с. Горьковка",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_584_sot._promnaznacheniya_2801347708,118,avito,Не указан,{'https://70.img.avito.st/image/1/1.IX59bLa5jZdLxU-SM0R6Y3LOj5HDzQ-fC8iPlc_ZiZU.AEJa4PXGS8NANvBnMsqTaGRx4halY4KBmXUcXnEJXK8'}
"Участок 5,92га (промназначения)",9622,592.0,"Тюменская обл., Тюмень, Салаирский тракт, 6-й километр",2024-03-06 17:12:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_112_sot._promnaznacheniya_3993600773,119,avito,Не указан,{'https://60.img.avito.st/image/1/1.HRggsra5sfEWG3P0Fq4JH1IQs_eeEzP5Vhaz85IHtfM.bjUmZCMvV7AEW-NNuvpXkJxzeCZClm9WKK8tXNOEZCQ'}
"Участок 6,23га (промназначения)",152561,622.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_30_sot._promnaznacheniya_3993626206,120,avito,Не указан,{'https://10.img.avito.st/image/1/1.6valDra5Rh-Tp4Qa_R3bwdWsRBkbr8QX06pEHRe7Qh0.xqMwFaV80UIy_w5ANDUSIjhMQP8GPXDaddWd8UWyGvQ'}
"Участок 26,9сот. (промназначения)",2230483,26.0,"Тюменская обл., Тюмень, мкр-н Мыс",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_527_sot._promnaznacheniya_3825498461,121,avito,Не указан,{'https://40.img.avito.st/image/1/1.pnawHba5Cp-GtMia8FOpO62_CJkOvIiXxrkInQKoDp0.IiFso46I_Zh1wjoMVvSpG6bK2qfSaqbOkgP-HOxN778'}
"Участок 11,2сот. (промназначения)",2232143,11.0,"Тюменская обл., Тюмень, Техническая ул.",2024-03-01 04:12:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_20_sot._promnaznacheniya_3898417490,122,avito,Не указан,{'https://30.img.avito.st/image/1/1.lqr2Cba5OkPAoPhG1l_7qsmrOEVIqLhLgK04QUS8PkE.FphC-p2IfTpqvyI8cwYFJ4libUYmFeUWB1KNVBkvatM'}
Участок 38сот. (промназначения),657895,3.0,"Тюменская обл., Тюмень, Объездная дорога, 25-й километр",2024-04-04 11:24:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_41_sot._promnaznacheniya_3962139835,123,avito,Не указан,{'https://50.img.avito.st/image/1/1.RwJWTba56-tg5CnuVEgbISLv6e3o7GnjIOnp6eT47-k.bdXYKERyXORdXlWP07ZqIF62jck1DCAYY0D0ZV8VUGs'}
"Участок 1,02га (промназначения)",163386,101.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_43_sot._promnaznacheniya_3761265977,124,avito,Не указан,{'https://50.img.avito.st/image/1/1.11P0qra5e7rCA7m_1u24NYUIebxKC_mygg55uEYff7g.-QoXdTTCWWykOTPhXMqO2RcyZ4sBdMF0O1kBxfeKbsU'}
Участок 43сот. (промназначения),406977,4.0,"Тюменская обл., Тюмень, Старый Тобольский тракт, 2-й километр",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_6_ga_promnaznacheniya_827801839,125,avito,Не указан,{'https://10.img.avito.st/image/1/1.G5DsILa5t3naiXV81hwi9ZyCtX9SgTVxmoS1e16Vs3s.Rwhx1k22l3IAdfYeOg9zFCzwy07ixDilMKQubQlu7WQ'}
"Участок 4,3га (промназначения)",220930,43.0,"Тюменская обл., Тюменский р-н, Кулаковское муниципальное образование, коттеджный пос. Соловьиная роща",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_10_sot._promnaznacheniya_3993836069,126,avito,Не указан,{'https://20.img.avito.st/image/1/1.wWZb37a5bY9tdq-KVeTubSp9b4nlfu-HLXtvjelqaY0.eBoA55QAXF5sz9bgEh-IyQFuVxl9xAZ_4j-1LMsU9k8'}
Участок 100сот. (промназначения),150000,10.0,"Тюменская обл., Велижанский тракт",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_24_sot._promnaznacheniya_3793201769,127,avito,Не указан,{'https://80.img.avito.st/image/1/1.raePtba5AU65HMNL2evzm_wXA0gxFING-REDTD0ABUw.mJoBWcVtyNGECgaSTecc7iUlHcA43vFlHZDswZcwva0'}
Участок 2га (промназначения),57500,20.0,"Тюменская обл., Тюменский р-н, с. Горьковка",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_15_ga_promnaznacheniya_3728934985,129,avito,Не указан,{'https://20.img.avito.st/image/1/1.r1qJ1La5A7O_fcG22-61d_h2AbU3dYG7_3ABsTthB7E.6Pj2KEoreUK44UUMLOeafBFe2C_BemEMwKFfFjsupaM'}
Участок 80сот. (промназначения),25125,8.0,"Тюменская обл., Тюменский р-н, с. Кулаково",2024-04-01 09:12:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_35_sot._promnaznacheniya_3993813665,130,avito,Не указан,{'https://30.img.avito.st/image/1/1.qNE8jba6BDgKJMY9YPue--EuAjKIrgz6jS4GPpwoBg.zMI_8Qo3Tm8LOuLyXmdWNMJAGexRy_PCYOIo7Vp2vco'}
Участок 100сот. (промназначения),200000,10.0,"Тюменская обл., Тюменский р-н, с. Перевалово",2024-03-08 22:13:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_32_ga_promnaznacheniya_3857239328,132,avito,Не указан,{'https://60.img.avito.st/image/1/1.Vzfx1ba6-97HfDnb04xBJSx2_dRF9vMcQHb52FFw-Q.jE4VsqVDcJJUMP-cCXOCDOJVRxeEtARZx3qMcZw2mKs'}
"Участок 4,4га (промназначения)",179545,44.0,"Тюменская обл., Тюмень, садовое товарищество Яровское",2024-04-06 20:16:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_68_sot._promnaznacheniya_2960846166,133,avito,Не указан,{'https://90.img.avito.st/image/1/1.5rZiDLa5Sl9UpYhaImekz0OuSFncrchXFKhIXdC5Tl0.f10avcPoN_HlhyR8ER4RmwYqTY6x-sPTMi-iU7VOIxg'}
Участок 100сот. (промназначения),50000,10.0,"Тюменская обл., Ирбитский тракт",2024-04-03 02:18:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_102_ga_promnaznacheniya_3824716216,134,avito,Не указан,{'https://60.img.avito.st/image/1/1.pMeWELa5CC6gucor0mabr5myCigosYom4LQKLCSlDCw.Fu-3TSQEnDmuvB6vNSamh3OVW3Rc7hOBGdivxoHiFiQ'}
"Участок 3,2га (промназначения)",15942,319.0,"Тюменская обл., Тюмень",2024-03-06 20:19:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_511_sot._promnaznacheniya_3441139093,135,avito,Не указан,{'https://90.img.avito.st/image/1/1.6reLcLa5Rl692YRb03PkrvnSRFg10cRW_dREXDnFQlw.sdNZXwwR1WwZDiXfsFvjhNke5JLnErvc-JF6Rb8xnGI'}
Участок 26сот. (промназначения),276923,2.0,"Тюменская обл., Тюменский р-н, д. Паренкина, Берёзовая ул.",2024-04-06 20:16:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_43_ga_promnaznacheniya_3856639166,136,avito,Не указан,{'https://10.img.avito.st/image/1/1.sKjaLba5HEHshN5EtjO6nNePHkdkjJ5JrIkeQ2iYGEM.-B0nue610Np-uTtnjFYtk6MOyI4RQ6cCZwv-UujHi-I'}
"Участок 1,2га (промназначения)",249583,12.0,"Тюменская обл., Тюмень, Ленинский округ",2024-04-04 23:11:00,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_266_sot._promnaznacheniya_3441016767,137,avito,Не указан,{'https://60.img.avito.st/image/1/1.-mpgY7a5VoNWypSGGEDdDmfBVIXewtSLFsdUgdLWUoE.qdcgSo5uzmfdlX1UTu7Tyo-jk0nxa2VdJIffVodM_Z8'}
Участок 100сот. (промназначения),200000,10.0,"Тюменская обл., Велижанский тракт",2024-04-26,https://www.avito.ru/tyumen/zemelnye_uchastki/uchastok_216_sot._promnaznacheniya_3994504378,138,avito,Не указан,{'https://40.img.avito.st/image/1/1.6voLyra5RhM9Y4QWU9m54yJoRBW1a8QbfW5EEbl_QhE.92-Ugi6R1vDdgaqrLE5yBBRavDqf4euH1S4sAY05db4'}
